種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
文員,清潔公司,文員,"$12,000-$13,000/按月",奧潔斯清潔有限公司,"高中教育,廣東話一般;普通話一般;略懂英語",1年相關工作經驗;專業資格:懂電腦文書,"負責本公司日常員工排班, 監督員工的日常工作"
文員,建築,文員,"$12,000-$13,000/按月",黎氏建築工程有限公司,"高中教育,廣東話良好;普通話一般;英語一般",2年相關工作經驗,處理公司日常運作的文書工作，能看懂部份不同建築類中英文設計圖紙，熟悉應用各種裝修設計軟件
文員,物业管理,助理文員,"$12,000/按月",昆侖管理有限公司,"高中教育,廣東話良好;普通話良好",1年相關工作經驗;職業技能:熟練操作EXCEL等辦公軟件,"協助銀行工作人員收發分派文件，運用電腦打字或填寫表單，錄入資料,處理文書工作"
文員,建築,倉務員,"$12,000-$14,000/按月",富利消防工程有限公司,"初中教育,廣東話良好;普通話一般",3年相關工作經驗;職業技能:懂得電腦Excel的簡單使用;專業資格:懂貨物出入倉庫之流程,負責地盤和公司倉庫的器材出入倉工作，包括：理貨，貨物進出之管理等
文員,食品加工,倉務員,"$12,000/按月",長泓國際實業食品加工廠,"高中教育,廣東話一般;略懂普通話;略懂英語",2年相關工作經驗;專業資格:刻苦耐勞，熟悉電腦系統操作,做好倉庫物料的收發管理，嚴格按照流程要求收發物料，及時跟蹤物料的發送，理貨時要整理搬運貨物
文員,,電腦文書,"$12,000-$13,000/按月",天源貿易有限公司,"高中教育,廣東話良好;普通話一般;略懂英語","職業技能:懂EXCEL,中文繁體輸入,電腦文書,LCC初級","處理公司貨品資料,電腦輸入和倉存管理資料"
文員,服務機構,速錄員,"$12,000/按月",澳門聾人協會,"高中教育,中學畢業或以上程度,廣東話良好;普通話一般;英語一般","職業技能:懂電腦文書處理、具速錄技巧, 速錄機打字每分鐘200字或以上, 懂英文及手語優先;專業資格:具相關速錄專業資格",為聾人/聽障人士提供無障礙服務；對活動、課程、會議、講座等內容進行速錄，文書工作，活動協調等
文員,食品製造,文員（中文）,"$12,000/按月",鉅記食品有限公司,"高中教育,廣東話良好;普通話一般",2年相關工作經驗,負責協助日常文書
文員,商業顧問服務,資料輸入員(兼職),"$12,000/按月",NKW商業顧問服務一人有限公司,"高中教育或以上,廣東話良好;普通話一般;英語一般","1年相關工作經驗;專業資格:熟悉OFFICE應用, 中英文打字良好",負責輸入資料、處理文件及校對文件
文員,冷氣工程,工程助理,"$12,000-$15,000/按月",新聯盈機電及冷氣工程一人有限公司,"高等教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗;專業資格:熟悉Microsoft Office操作,"到施工地點（包括地盤）跟進工程進度,物料採購及文書工作等."
文員,零售,文員,"$12,000-$20,000/按月,另有佣金",法蘭卡澳門,"不論學歷,廣東話一般",職業技能:能熟練操作Excel、Word，中文打字,跟進店內訂單，文件編輯，聯系送貨訂貨等事務
文員,零售,倉務員,"$11,000/按月",澳門妝多多,"小學教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗;專業資格:需有貿易﹑國內外化妝等知識採購經驗,"倉庫進出貨與交收程序, 貨物盤點，整理，裝箱, 支援貨物移交及簽收"
文員,倉儲及旅遊服務,團隊操作員,"$11,000-$12,000/按月",澳之旅國際旅行社有限公司,"高等教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗,操作團隊線路
文員,貿易及批發,物流文員,"$11,000-$13,500/按月",南順食品供應(澳門)有限公司,"高中教育,廣東話良好;普通話一般;英語一般","3年相關工作經驗;專業資格:需具食品行業相關工作經驗, 熟悉物流運輸安排, 清關手續及貨倉運作","負責處理澳門入口貨品訂貨, 與銷售協調，以確保有足夠安全庫存量, 辦理入口澳門貨品報關手續, 安排及協調處理兩地車裝貨, 卸貨, 編制相關報告及報表"
文員,博彩業,文員,"$11,000-$16,000/按月",澳門彩票有限公司,"高中教育,高中,廣東話良好;普通話良好;英語良好",2年相關工作經驗;職業技能:熟悉MS Office操作及中英文輸入;專業資格:認識足、籃球運動及賽事資訊,文書處理工作； 聯絡客戶、跟進項目及文件歸檔； 查閱及回覆電子郵件； 協助文案翻譯； 處理運作相關日常行政工作
文員,貿易及批發,倉務文員,"$10,000-$12,000/按月",鴻福行食物供應有限公司,"初中教育,廣東話良好;略懂英語","1年相關工作經驗;職業技能:中文輸入法,excel及收發電郵","1.倉庫數據及單據管理 2.日常接線及客戶聯絡 3.基本辦公室電腦文書工作 4.積極,善於溝通及有責任心"
文員,保安公司,文員,"$10,000/按月",恆信保安有限公司,"高等教育,廣東話良好;普通話一般;英語良好",2年相關工作經驗,負責日常文書工作、報告，處理客戶投訴等；熟悉各類辦公室軟件，具良好的溝通能力，能獨立工作
文員,保險,文員,"$10,000-$12,000/按月",LI MARIA NUNEZ,"高中教育,廣東話良好;普通話良好;略懂葡語;略懂英語",1年相關工作經驗;職業技能:需懂電腦軟件操作,負責團隊文書處理及日常工作職務，能獨立處事，有良好溝通技巧
文員,運輸,倉務員,"$10,000-$11,000/按月",彩虹物流管理有限公司,"初中教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗,貨品/文件/所需品的進倉、存放、搬出、搬入，運輸，倉務，上級指派的合理合法職務
文員,零售,倉務員,"$10,000-$11,000/按月",彩虹概念有限公司,"高中教育,高中,廣東話良好;普通話一般",1年相關工作經驗,貨品/文件/所需品的進、存、出、入，運輸，倉務，上級指派的合理合法職務
文員,免稅品店,倉務員,"$10,000/按月",皇權免稅品店(澳門)有限公司,"高中教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗;專業資格:懂一般電腦操作,搬運貨物、登記入庫及出庫記錄、整理貨架、包裝及檢查貨物等等。
文員,,文員,"$10,000-$13,000/按月",新新商業顧問,"高等教育,廣東話良好;普通話一般;英語良好",3年相關工作經驗;專業資格:能熟練使用Word、Excel、PPT等相關辦公軟件,做好辦公室檔案收集及整理工作，編制員工手冊，負責公司合同草擬及管理工作；各類日常行政、接待客戶、僱員入職離職、文案編輯等文書工作，偶爾需出外勤；
文員,零售,辦公室助理,"$9,000-$14,000/按月",夏巴工程(澳門)有限公司,"高中教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗;職業技能:Microsoft Office,- 協助執行辦公室行政工作及其他指派的職務 - 回覆客人及維修部員工提出有關汽車零件價格及存量之查詢 - 準確回覆報價等相關工作 - 準時運送相關零件 - 提供快捷及準確之優質銷售服務
管理人員,測量公司,董事(項目及工期管理),"$170,000-$180,000/按月",凱諦思澳門有限公司,"高等教育,建築工程管理學士學位,廣東話良好;普通話一般;英語良好",10年相關工作經驗,負責工程項目及工期的管理，致力於將風險降至最低及將項目收益提高到最大價值
管理人員,藥廠,執行總裁,"$160,000-$170,000/按月",耀忠國際(澳門)一人有限公司,"高等教育,大專程度或以上,廣東話良好;普通話良好;英語良好",15年相關工作經驗;職業技能:具有醫生執照優先;專業資格:必需具有神經醫學科專業知識；對中藥產品(特別是心腦血管藥品)有一定程度的瞭解。,
管理人員,建築,董事,"$150,000-$170,000/按月",金門建築(澳門)有限公司,"高等教育,Civil / Building / E&M Engineering,廣東話良好;英語良好",15年相關工作經驗,- 主要負責推動內地及澳門業務的增長; - 負責制定企業的長期和短期計劃; - 尋求獲取新項目的機會;在職權範圍內批准招標和分包合同; - 有效地管理項目並實現利潤，同時需領導公司各團隊 - 確保團隊遵守和執行公司的標準程序，以符合公司各項要求如施工安全，設計，預期計劃，成本估算等; - 確保所有項目都符合公司的標準程序 - 不斷協助改善及提出建議，並實行既定的政策和程序，以提升各部門的整體運作和效益
管理人員,建築公司,營運總裁兼執行董事,"$130,000/按月",保澳建築(澳門)有限公司,"高等教育,廣東話良好;普通話良好;英語良好",15年相關工作經驗;專業資格:需具相關工作經驗及知識,負責公司的具體管理、業務策略之制定、執行日常業務之洽談等事項。
管理人員,零售,副總裁 - 營運,"$130,000-$160,000/按月",DFS COTAI LIMITADA,"高等教育,廣東話良好;普通話良好;英語良好",9年相關工作經驗;專業資格:需具有零售業高級管理的經驗,負責協助澳門最高級領導層人員統籌及管理整個澳門區之零售業務營運及銷售策略等工作; 控制年度的預算及營運成本，因應來年的市場動向規劃整體營運策略，使業務可帶來長期的營利及業績增長。
管理人員,顧問公司,CONSTRUCTION MANAGER - CIVIL,"$110,000-$140,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,A recognized degree in civil engineering or equivalent.,廣東話良好;普通話一般;英語良好",15年相關工作經驗;專業資格:Corporate Membership of Hong Kong Institution of Engineer in civil discipline or equivalent.,Lead the construction team & take charge of all aspects of the assigned civil construction contracts from preparetion of tender documentation & tender evaluation to satisfactory completion of contracts.
管理人員,銀行,首席風險及反洗錢官,"$110,000-$130,000/按月",澳門商業銀行股份有限公司,"高等教育,大學畢業或以上，主修金融、會計或法律為佳,廣東話良好;普通話一般;英語良好",12年相關工作經驗;專業資格:具備一定的法律知識基礎、對風險管理具有豐富的相關經驗、優越的溝通技巧及領導才能、果斷、主動及盡責,規劃及監管銀行風險管理政策、評估外/內部環境壓力測試及處理危機的能力，建立反洗錢管治措施，確保銀行正常營運、產品及服務能完全遵守內部政策及監管機構的專業要求、信貸的審批質素及完善審批流程並培訓本地人才
管理人員,顧問公司,DEPUTY PROJECT MANAGER - E&M,"$101,800-$180,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,Recognized degree in Electrical / Mechanical engineering or equivalent,廣東話良好;普通話一般;英語良好",20年相關工作經驗;專業資格:Corporate membership of a relevant recognized professional institute is preferred,Manage the MTR E&M System Project Team to assist the Macau Government in the delivery of Project via a turnkey contract arrangement on time and within budget.
管理人員,天然氣運送,項目經理,"$100,000-$120,000/按月",澳門天然氣有限公司,"高等教育,大學相關科目畢業或以上,廣東話良好;普通話良好;英語良好",15年相關工作經驗;專業資格:富項目管理顧問 (PMC)經驗; 擅長液化天然氣合同談判; 必須能講及寫流利英語; 頻密出差到外地工作,"負責液化天然氣項目工程的投標, 計設及管理; 籌備興建液化天然氣接收站; 出差參與海外商務會議; 與國際合作伙伴聯絡並保持良好關係"
管理人員,酒店,酒店總經理,"$100,000-$120,000/按月",新銀河娛樂２００６有限公司,"高等教育,廣東話良好;普通話良好;英語良好",15年相關工作經驗,負責管理酒店的日常營運，包括房務部、餐飲部、工程部、酒店銷售、防損部等等 定期向集團管理層匯報酒店營運報告，控制各部門營運成本，與銷售部、市場部及餐飲部設計每月推廣項目
管理人員,工程,土木工程設計總監,"$100,000/按月",奧雅納工程顧問,"高等教育,廣東話良好;普通話良好;英語良好",20年相關工作經驗;專業資格::20年以上相關管理大型基礎建設設計經驗(有澳門經驗為佳),負責管理大型基礎建設設計項目
管理人員,離岸公司,總經理 General Manager,"$100,000-$150,000/按月",格瑞沃德澳門離岸商業服務有限公司,"高等教育,Supply Chain Management ,略懂廣東話;普通話良好;英語良好",8年相關工作經驗;專業資格:物流管理 Supply Chain Management Related Specialties,公司總經理負責制定和執行戰略計劃，實現公司石墨相關產品和技術的收入、利潤和業務增長的目標。他將領導團隊並管理澳門公司業務部門的損益。識別石墨相關市場的關鍵業務驅動因素，並維護全球相關行業客戶關係。
管理人員,保險,副總經理-分管精算部,"$99,999-$100,000/按月",泰禾人壽保險(澳門)股份有限公司,"高等教育,精算、數學、統計,廣東話一般;普通話一般;英語良好",12年相關工作經驗;專業資格:FSA,主要負責公司精算部管理工作，參與產品開發定價、再保、精算評估、預算規劃、償付能力管理、資產負債管理等
管理人員,酒店,總經理,"$95,000/按月",澳門文華東方酒店,"高等教育,碩士畢業,廣東話良好;普通話良好;英語良好",10年相關工作經驗;專業資格:持有酒店管理文憑，熟悉五星級酒店的管理。,負責制定酒店的管理目標和經營方針，全面處理酒店的總體事務。
管理人員,酒店,營運總經理,"$82,999-$83,000/按月",澳門皇冠假日酒店,"高等教育,酒店管理專業,廣東話良好;普通話良好;英語良好",10年相關工作經驗;專業資格:知識/技能要求：1. 對IHG集團或其他國際五星級酒店集團管理全過程培訓合格 2.有危機管理培訓合格；需要經驗：10年以上酒店營運管理，危機管理經驗,負責統籌酒店日常經營運作，制定酒店運營方案和營銷計劃，監督酒店預算及決策報審，跟進和督促重點項目，確保能完成指標
管理人員,工程顧問公司,工程部總經理,"$80,000-$85,000/按月",捷成顧問工程有限公司,"高等教育,相關科目碩士畢業或以上,廣東話良好;普通話良好;英語良好",10年相關工作經驗;專業資格:具備高中低壓及機電工程項目各方面的管理知識,"管理工程部的整體運作, 包括投標及合約條款的所有統籌及洽談; 與客戶、承包商及供應商協調工程項目事宜; 帶領部門實現所設定的業務目標及預期盈利"
管理人員,教育,院長(人文社會科學學院),"$80,000-$110,000/按月",澳門城市大學基金會,"高等教育,相關博士學位,廣東話一般;普通話良好;英語良好",8年相關工作經驗,負責人文社會科學學院學術及行政管理、課程開發、招生、學術推廣活動、教學質量的監督與提昇
管理人員,資訊科技業,執行主席,"$80,000-$100,000/按月",愛訊集團控股(澳門)有限公司,"高等教育,廣東話良好;普通話良好;英語良好",3年相關工作經驗,"處理公司決策, 開會, 訂整體方向, 政策, 策略, 工作議程和重點"
管理人員,酒店,區域財務總監 Reginal Director of Finance,"$78,000-$98,000/按月","Four Seasons Hotel Macau, Cotai Strip","高等教育,Finance, Accounting,廣東話良好;普通話良好;英語良好",15年相關工作經驗,Responsible for safeguarding the hotel assets and financial resources to ensure that all are utilized to maximize hotel profitability. Provide timely and accurate financial information and counsel to hotel senior management and ensure that the hotel operates within all related local and corporate policies and procedures and under the terms of the Management Agreement.
管理人員,零售,Retail Operations Manager,"$75,000-$85,000/按月,另有佣金","PRADA MACAU CO., LTD.","高中教育,普通話良好;英語良好","8年相關工作經驗;職業技能:Microsoft Office Skill (Excel, Powerpoint, Word);專業資格:*至少2年管理經驗 (同時管理多於一間店舖)","Provide strategic plans to boost the business for Entire Macau Enhance retail operations via the creative and effective use of all resources (e.g.: Events Planning, CRM) Guide Store to adjust their merchandize assortment to respond to changes in fashion trends and customer demands Monitor the team development needs and opportunities Ensure efficient administrative management, upwards communication and reporting"
管理人員,機電工程,高級機電項目經理,"$75,000-$100,000/按月",高雅機電工程 (澳門)有限公司,"高等教育,工程專科畢業,廣東話良好;普通話一般;英語良好",5年相關工作經驗;專業資格:具澳門億圓以上項目經驗，20人以上工程團隊，深入瞭解安裝工程之運作、技術及相關法規。,預計成本、洽談新項目、聯絡政府及相關機構、協調及深入項目設計、確保工程質量與進度
管理人員,地產業,高級物業經理,"$72,400-$82,400/按月",大地置業有限公司,"高等教育,大專以上學歷-房屋管理/建築工程,廣東話良好;普通話良好;英語良好",8年相關工作經驗,1)負責物業的管理、運作、行政及財政事宜，領導公司物業管理團隊，確保物業妥善管理和維護 2)制訂預算及撰寫樓宇狀況報告 3)定期檢查物業及檢討承建商的工作等。
管理人員,顧問公司,CONTRACTS MANAGER,"$72,200-$150,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,Recognized degree in Engineering or Quantity Surveying or equivalent.,廣東話良好;普通話一般;英語良好","12年相關工作經驗;專業資格:Corporate Membership of the Hong Kong Institution of Engineers or equivalent; Excellent communication skill, strong leadership and analytical skills.","Monitor, control and deliver the procurement and contract administration services for specific contracts/ consultancies, to enable delivery according to the Corporation's objectives and standards."
管理人員,顧問公司,SAFETY MANAGER,"$72,200-$140,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,Tertiary undergraduated or higher,廣東話良好;普通話一般;英語良好",10年相關工作經驗;職業技能:Recognized degree or diploma in Health and safety Management/ engineering or equivalent;專業資格:Corporate Member of the Chartered Institution of Occupational Safety & Health; HK Registered safety Auditors or equivalent.,Lead and manage a group of safety practitioners in an Extension Project; drive the Legislative requirements and the Corporate and Division's safety standard. Liaise with other safety practitioner.
管理人員,顧問公司,PLANNING MANAGER,"$72,200-$110,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,A recognized engineering degree,廣東話良好;普通話一般;英語良好",12年相關工作經驗;專業資格:Use of computerized scheduling software such as Primavera Project Planner and corporate membership of a relevant recognized professional institute.,"Develop, maintain and monitor detailed project programmes for major railway system woprks to ensure that they are properly coordinated and complete to meet the overall project programme requirements."
管理人員,其他未列明的服務,CAD & PROJECT QUALITY MANAGER,"$70,000-$80,000/按月",AEDAS (MACAU) LIMITED,"高等教育,Degree holder in Architectural Studies or equivalent,廣東話一般;略懂普通話;英語良好","職業技能:AutoCAD, Microstation, Photoshop&BIM system experience; Have good design documentation coordination and construction drawings experience;專業資格:Good interpersonal skills and ability to work under pressure are essential, able to work independently and a good team player with self-motivation,creativity and positive work attitude",
管理人員,酒店,數碼營銷及電子商務總監,"$70,000-$90,000/按月","SH – Sociedade de Hotelaria, Limitada","高等教育,經濟及傳播系,廣東話良好;普通話良好;英語良好",15年相關工作經驗;專業資格:經濟及傳播系碩士優先; 具數碼營銷及電子商務經驗; 須對中國數位市場、付費媒體及社交媒體發展十分熟悉,• 根據永利澳門及永利皇宮的品牌定位和標準，監管及策劃針對中國付費媒體及社交媒體之推廣活動，審視整體數碼營銷運作，施以分析並制定和優化電子商務行銷策略 • 審視電子商務領域的最新技術和發展，對中國付費媒體和社交媒體有深入了解，洞悉行銷市場走勢並把握新商機 • 定期製作月度報告為管理層提供精準績效指標摘要及分析 • 制訂跨市場社交媒體策略，監管合作機構和供應商以滿足公司業務需求，時刻檢視端到端的用戶使用模式，以改善及提升客戶體驗 • 監管商務數據庫分組和定位模式，推動品牌知名度、預測客戶忠誠度及偏好以廣納更多客源 • 與中國電子商務子公司合作夥伴/平台和代理機構合作，對已在營運及帶動投資回報率之付費媒體作行銷策略優化，包括搜索引擎營銷（SEM）、搜索引擎優化（SEO）及程序化購買等策略
管理人員,測量公司,項目總監,"$70,000-$90,000/按月",凱諦思澳門有限公司,"高等教育,有良好的中英文溝通及書寫能力,廣東話良好;英語良好",10年相關工作經驗;專業資格:有卓越的領導能力，能與同事、顧問和運營團隊建立及維持正面的工作關係,負責帶領項目專案團隊，管理建設專案直至完成，當中包括管理總承包商招標，協助客戶和運營團隊制定適合其運營需求的詳細施工計畫，管理不同的施工階段和順序以滿足客戶的需求，以及配合各零售店進行現場施工方案
管理人員,製造(化工業),社長,"$70,000-$90,000/按月",住友倍克澳門有限公司,"高等教育,英語良好;其他語言:日",15年相關工作經驗;專業資格:熟悉線路板基材的生產流程，具備專業覆銅板的技術能力及管理能力，且精通日語,"負責監督管理全廠的生產及營運，督導與協調公司各部門的工作進展情況，參與公司重大決策的制訂、審核。並處理及簽署一切行政相關的資料, 文件等。"
管理人員,糧食批發,分公司經理,"$70,000-$72,000/按月",奇達思(澳門)有限公司,"高等教育,工商管理或相關範疇,英語良好",15年相關工作經驗;專業資格:曾於相關行業工作，對高級食材產品和其市場銷售非常熟悉，擁有相關的及銷售人脈。,與客戶緊密聯繫、與外國供應商接洽及議價；制訂市場策略及預算 ，參與產品定價及拓展市場；負責日常營運及銷售業務，領導及培訓員工。
管理人員,零售,Area Manager,"$65,000-$75,000/按月,另有佣金","PRADA MACAU CO., LTD.","高中教育,普通話良好;英語良好","6年相關工作經驗;職業技能:Microsoft Office Skill (Excel, Powerpoint, Word)","Provide strategic plans to boost the business for the stores Guide Store to adjust their merchandize assortment to respond to changes in fashion trends and customer demands Monitor the team development needs and opportunities Ensure efficient administrative management, upwards communication and reporting"
管理人員,教育,校董會副主席,"$60,000-$70,000/按月",澳門城市大學基金會,"高等教育學歷,廣東話一般;普通話良好;英語良好",5年相關工作經驗,為大學發展及營運提供意見、協調並加強大學對外交流及關係、校董會主席指派之與大學發展相關之任務
管理人員,工程公司,設計總監(幕墻),"$60,000/按月",江河幕墻澳門有限公司,"高等教育,略懂廣東話;英語良好","5年相關工作經驗;職業技能: 熟悉框式幕墻, 單元幕牆、雙層呼吸式幕牆(玻璃, 石材, 陶板, 點支式幕墻等, 採光)","負責幕墻工程設計計劃，進行幕墻結構系方案設計, 編寫專案施工組織設計方案, 監控專案實施和管理過程中的品質, 成本, 進度以及風險控制等, 與專案工程團隊的統籌及協調, 有效解決專案施工中的各種複雜疑難等"
管理人員,建築,財務經理,"$60,000-$70,000/按月",新方盛建築工程一人有限公司,"高等教育,Accounting / Finance,廣東話良好;普通話一般;英語良好","10年相關工作經驗;職業技能:Proficiency in Computer skills such as Excel, MS word and accounting system",Degree holder in Accounting / Finance with professional qualification of HKICPA or equivalen;Familiar with accounting standards and knowledge in the listing rules;Sound managerial and analytical mind with clear sense of responsibility;Can work independently in a fast-paced environment and under pressure
管理人員,裝飾,營運總監,"$60,000/按月",偉鴻行裝飾及設計有限公司,"高等教育,建築管理學位或以上學歷，或具相關學科學位,廣東話良好;普通話良好;英語良好",25年相關工作經驗;職業技能:Word、Excel、PPT、Project、PDF,監督日常運營並與內部和外部利益相關者建立可信賴的關係；制定業務策略併計劃以實現核心目標；建立政策和程序以監控績效並實現業務目標；維持內部控製程序和標準等相關工作。
管理人員,酒店,財務總監,"$58,000/按月",澳門文華東方酒店,"高等教育,碩士畢業,廣東話一般;普通話一般;英語良好",10年相關工作經驗;專業資格:具備五星級酒店財務總監的工作經驗。,"負責內部審計和年度報表審計,執行預算編審與控管，督導各部門對獲董事會批准的重大經營計劃、方案執行進度等。"
管理人員,銀行及金融中介,董事,"$58,000-$90,000/按月",螞蟻銀行（澳門）股份有限公司,"高等教育,本科及以上學歷,廣東話一般;普通話良好;英語良好","10年相關工作經驗;職業技能:資深銀行管理經驗, 風險管理和內部控制政策經驗","召集董事會議, 參與董事會, 投票, 與秘書一同簽署會議記錄, 簽署公司的股票/債券及履行相關職務, 股東會決議, 監督並確保高級管理層有效履行管理職責, 維護存款人和其他利益相關者合法權益"
管理人員,銀行及金融中介,Regional Manager Commercial Banking,"$57,500-$62,500/按月","Banco Comercial Portugues, S.A.","高等教育,Business Administration,廣東話良好;普通話良好;英語良好","12年相關工作經驗;職業技能:Excellent knowledge of MS office, especially Excel, Word and Power Point;專業資格:Over 5 years in corporate banking is preferred / Experience on loan and deposit portfolio management / Solid customer base in Macau, Hong Kong and some other Greater Bay Area cities / Able to work under pressure and in multinational environment","develop and manage a portfolio of commercial clients and provide banking solutions, mainly covering thehobng kong and Greater Bay Area ;manage key customer relationships, specially in of greater bay; ensure comliance to kyc and AML, prepare credit proposals, conduct regular credit reviews and monitor credit quality of the profolio"
管理人員,顧問公司,ENGINEER - SIGNALLING,"$56,000-$74,500/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,A recognized degree in electrical or electronics engineering,廣東話良好;普通話一般;英語良好",6年相關工作經驗;專業資格:Corporate membership of a relevant recognized institution is preferred,"Carry out detail engineering works for the new railway projects' Signalling contract inculding the review of Design and Installation submissions. T&C Plan and Procedures, witnessing site testing, etc."
管理人員,工程,SITE MANAGER,"$55,609/按月",HITACHI ENERGY HONG KONG LIMITED MACAU BRANCH,"高等教育,MSc in Electrical Engineering,廣東話良好;普通話一般;英語良好",16年相關工作經驗,Oversees all technical specifications and design for the projects. Able to manage all design criteriors they meet and up to customers satisfaction. Coordinate with Design managers of related manufactures as well as Control & Automation Engineering Manager for all activities in relating to base engineering and detail engineering to cover the major equipment. Arrange design meeting with CEM and interface design meeting with civil partner.
管理人員,金融中介,法務總監,"$55,000-$65,000/按月",澳門通股份有限公司,"高等教育,大專程度或以上,廣東話良好;普通話良好;英語良好",10年相關工作經驗,"為公司的經營,管理提供法律咨詢以及其他與法律相關的服務,並負責進行審查,監督等工作"
管理人員,顧問公司,ENGINEER - PDS,"$53,300-$100,000/按月",MTR CONSULTADORIA (MACAU) SOCIEDADE UNIPESSOAL LDA,"高等教育,A recognized degree in electrical engineering,廣東話良好;普通話一般;英語良好",6年相關工作經驗;專業資格:Corporate membership of a relevant recognized institution is preferred,Assist the Senior Engineering to manage the design and construction of the Power Distribution System for Macau LRT projects. Coordinate as required to ensure the design and construction is completed.
管理人員,顧問公司,Senior Procurement & Contracts Manager - O&G,"$51,000-$89,000/按月",MTR RAILWAY OPERATIONS (MACAU) COMPANY LIMITED,"高等教育,Degree in surveying, engineering or business administration including procurement is preferred ,廣東話良好;普通話一般;英語良好",12年相關工作經驗;專業資格:Member of Chartered surveyor in relevant disciplines is preferred,"Lead procurement section to deliver cost effective procurement services for all materials, spares & commodity items for the company, in particular for railway operations."
管理人員,室內設計、建築設計及提供設計顧問服務,董事副總經理,"$50,000-$51,000/按月",香港華藝設計顧問(澳門)有限公司,"高等教育,建築學,廣東話良好;普通話良好;英語良好","12年相關工作經驗;職業技能:懂AutoCAD, Sketchup, Adobe Photoshop等繪圖操作及一般電腦文書處理軟件;專業資格:具建築學學士學位或以上學歷",公司管理、營運及項目設計總監等工作
管理人員,銀行及金融中介,資產管理總監,"$50,000/按月",大豐銀行股份有限公司,"高等教育,碩士畢業或以上學歷，主修法律、金融等相關專業,廣東話一般;普通話良好;英語一般",20年相關工作經驗;專業資格:具7年或以上銀行品牌形象及宣傳管理、銀行大型活動項目統籌及管理經驗。,負責銀行貸款業務授信管理、統籌授信資產及風險管理等相關工作。
管理人員,酒店,設施管理總監,"$50,000-$80,000/按月",澳門喜來登大酒店,"高等教育,廣東話良好;普通話良好;英語良好",10年相關工作經驗;專業資格:五星級酒店相關工作經驗；掌握設施管理營運及行政管理知識和技巧，以及消防知識，並且十分熟悉日常運作；具至少7年管理經驗,• 負責管理設施管理部的整體日常運作，監督酒店設施維護項目及各項基建的維修規劃，準備財政預算及年度工作計劃，以確保部門各單元的運作順暢； • 監督酒店之水、電、天然氣等資源的最有效利用，並向工作人員提供機械及電子工程的技術性支援； • 配合酒店整體發展戰略及集團監控的要求，設計及制定高效的設施管理系統； • 按照萬豪國際集團之標準制定及執行維護設備與酒店設施的日常維護程序指引，嚴格監督控管所有設施維護程序均能達到集團標準； • 領導設施管理團隊處理酒店的緊急維修項目，跟進酒店顧客就酒店設施維護之投訴及意見回饋，制定設施維護程序之優化方案； • 負責設施管理部的人員招聘、工作時間表編排及年度工作評估； • 籌劃及執行設施管理部人員所需的專業知識與技能培訓及人才培育計劃； • 需執行其他同類職務及協調其他工作人員。
管理人員,零售,副總經理 - 銷售,"$50,000-$70,000/按月",DFS COTAI LIMITADA,"高等教育,大學,廣東話良好;普通話良好;英語良好",4年相關工作經驗,"負責採購及協商工作,需向上級匯報公司品牌銷售情況，並協助總經理執行其他日常職務，編寫銷售報告等，分析年度之預算管理。"
管理人員,零售,店鋪經理,"$50,000-$70,000/按月,另有佣金",寶格麗亞太區(澳門分行)有限公司,"高中教育,廣東話良好;普通話良好;英語良好",10年相關工作經驗,負責店舖日常營運並管理銷售團隊
管理人員,銀行及金融中介,運營結算專家,"$50,000-$75,000/按月",螞蟻銀行（澳門）股份有限公司,"高等教育,廣東話良好;普通話良好;英語良好",5年相關工作經驗,"負責企業及個人客戶准入及賬戶, 貸款運行管理, 確保日常運行滿足監管及業務需要, 負責資金結算運營管理, 包括匯款, 資金調撥, 對賬, 報表管理等, 執行日常資金業務運行授權, 負責新業務運行方案評估和風險控制措施, 出具業務核算及清結算方案, 確保業務落地資金運行及時準確."
管理人員,銀行及金融中介,Branch Controller 分行總監,"$50,000-$80,000/按月",滙業銀行股份有限公司,"不論學歷,廣東話良好;普通話良好;英語良好",8年相關工作經驗;專業資格:CFA/ CFP qualification preferred,"•Lead sales management functions for branches, wealth management centers and customer services center and sales channels •Supervise branch management, operations, compliance and internal controls ensuring that these are in compliance with internal and external regulatory requirements and standards •Responsible for the balanced scorecard & KPIs, sales performance and sales activities of personal banking cum wealth management. •Develop sales culture for the Bank."
