種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
麵包師,製餅廠,麵包製餅師,"$12,000-$13,000/按月",麥芽堂烘焙坊,"初中教育,廣東話一般;普通話一般",3年相關工作經驗,負責出品西餅、麵包、生日蛋糕、中式餅
麵包師,食品廠,高級麵包西點師(食品工廠),"$10,000-$13,000/按月",長昇食品廠,"不論學歷,廣東話良好",3年相關工作經驗,"負責每日麵包西點/甜品的出品, 熟悉麵包西點的生產過程及製作,包括材料預備,烘焙,工廠內的設備及用具操作"
廚師助理,餐飲,廚師助理,"$13,000-$15,000/按月",鮨金悅,"不論學歷,廣東話良好;普通話良好;其他語言:需懂基礎日語",1年相關工作經驗,協助廚房師傅們製作精美出品，材料清洗、斬切等，食材清點及補充，需懂基礎日語。 需落場更，需輪更制。
廚師助理,餐飲,廚房助理,"$12,000-$15,000/按月",海底撈火鍋,"不論學歷,廣東話一般;普通話一般",,
廚師助理,酒店,廚師助理,"$12,000-$13,000/按月",新麗華酒店,"初中教育,廣東話良好",2年相關工作經驗,
廚師助理,餐飲,餐飲服務員,"$11,500-$13,500/按月",悅緣四季,"不論學歷,廣東話良好;普通話一般",1年相關工作經驗,
廚師助理,餐飲,廚師助理,"$11,000-$12,000/按月",萊卡星球,"不論學歷,廣東話良好;普通話一般;略懂英語",,協助提供餐飲服務，調配飲品，製作簡單食物; 保持廚房整潔安全，以確保日常運作順暢; 懂電腦操作及使用應用程式習慣; 協助餐飲經理處理日常廚房運作; 監督餐飲團隊以提供優質客戶服務; 處理簡單食物及飲品製作，協助樓面工作 遵守公司及衛生守則以維持高質素的工作環境 提供優質顧客服務 處理顧客查詢及意見 維持及協助店鋪環境清潔等 簡單倉儲管理等 協助店鋪的日常運作暢順
廚師助理,酒店及飲食,廚師助理,"$11,000-$13,000/按月",天福集團有限公司,"初中教育,廣東話良好;普通話一般",3年相關工作經驗,1.管理及準備食材、烹調食物、維持環境安全、保持衛生。 2.協助上司的工作，確保為客人提供優質的食物及服務 3.執行與職責有關的其他工作
廚師助理,酒店,廚房助理,"$11,000-$12,000/按月",御龍酒店(澳門)有限公司,"初中教育,廣東話良好;普通話一般",2年相關工作經驗,- 按部門之標準，協助準備食材原料及基本處理工序； - 在衛生、安全，及有效率的方式進行基本的廚務烹調工作； - 負責後勤廚房範圍的日常清潔衛生工作。
廚師助理,百貨公司,西餐廚助,"$10,050-$12,000/按月",NEW YAOHAN,"高中教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗,1. 協助各類型食材的前期準備工作，例如肉類加工、清洗蔬菜等； 2. 烹調及準備伴碟菜餚； 3. 協助搬運及補回食材貨品；
廚師助理,酒家,廚師助理,"$10,000/按月",順軒海鮮火鍋酒家,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗;專業資格:熟悉粵菜,負責幫廚工作
廚師助理,日本料理,廚師助理,"$10,000/按月",御瀛日本料理,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗;專業資格:具有相關工作經驗,負責幫廚工作
廚師助理,食店,廚師助理,"$10,000-$10,500/按月",ALBERGUE 1601,"初中教育,略懂廣東話;略懂普通話;英語良好",1年相關工作經驗,負責協助廚師工作
廚師助理,美食,廚師助理,"$10,000-$12,000/按月",澳門海鮮大排檔,"初中教育,廣東話良好","2年相關工作經驗;專業資格:懂煮食,針板,執碼",協助廚房一切雜務
廚師助理,餐飲,廚師,"$10,000-$12,000/按月",遊泰號,"初中教育,廣東話良好",3年相關工作經驗,
廚師助理,餐飲,粥麵助廚,"$10,000-$11,000/按月",百達餐飲管理有限公司,"小學教育,廣東話一般;略懂普通話",1年相關工作經驗;專業資格:有從事飲食業者優先處理,協助粥麵檔工作，如製作雲吞、水餃、湯粉麵類、粥類
廚師助理,餐飲管理,廚師助理,"$10,000/按月",順軒餐飲管理(集團)有限公司,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗;專業資格:具有相關工作經驗,負責幫廚的工作
廚師助理,餐飲,廚房助理,"$10,000-$12,000/按月",美味園劉記美食,"不論學歷,廣東話良好;略懂普通話",,學徒的工作
廚師助理,食店,廚師助理,"$10,000-$11,000/按月",新泰飲食娛樂有限公司,"高中教育,高中程度,廣東話良好;普通話一般;英語一般;其他語言:泰",3年相關工作經驗,熟識廚房工作
廚師助理,餐飲,廚房助理,"$10,000/按月",泰有,"小學教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗;專業資格:有廚房雜務,負責食材處理、備料、執碼、打包、廚房衛生、協助廚師工作所需
廚師助理,食肆及食檔,廚師助理,"$10,000-$13,000/按月",傳奇茶冰廳,"不論學歷,廣東話一般",,協助廚師及煮食
廚師助理,社福及社團服務,助理廚師,"$10,000-$13,000/按月",工聯九澳護養院,"小學教育,小學,廣東話良好",,"協助廚師預備食材, 烹餁, 廚房清潔衛生工作"
廚師助理,食店,廚師助理,"$10,000/按月",福滿來,"初中教育,廣東話良好;略懂普通話",2年相關工作經驗,負責協助廚師工作，如配菜、調味、製作調料等。
廚房助理,餐飲,廚房雜工,"$12,000/按月",悅緣四季,"不論學歷,廣東話良好;普通話一般",1年相關工作經驗,"工作職責： • 一般廚房工作, • 協助廚房日常運作、協助廚師預備食材, • 負責廚房衛生, 一般雜務工作 • 服從上級的合理指示。 工作要求： • 具良好團隊合作精神 • 守時、執行力強"
廚房助理,酒家,廚房雜工,"$10,000/按月",順軒海鮮火鍋酒家,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗,負責雜務工作
廚房助理,日本料理,廚房雜工,"$10,000/按月",御瀛日本料理,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗;專業資格:具有相關工作經驗,負責廚房雜務工作
廚房助理,餐飲管理,廚房雜工,"$10,000/按月",順軒餐飲管理(集團)有限公司,"初中教育,廣東話良好;略懂普通話",1年相關工作經驗;專業資格:具有相關工作經驗,負責廚房的雜務工作
廚房助理,,廚雜,"$11,000-$12,500/按月",啡啡牛雜,"初中教育,廣東話良好;普通話一般;略懂英語",2年相關工作經驗,負責廚房食物洗、切的準備，協助廚師工作，清潔廚房
飲品調校員,餐飲,侍酒師,"$15,000-$16,500/按月",鮨金悅,"不論學歷,廣東話良好;普通話一般;英語良好;其他語言:略懂日語",1年相關工作經驗,2 須對各國酒類的特點和應用熟悉；善於把美酒與佳餚相配搭； 3 具WSET/CMS/ISG葡萄酒課程證書者或日本唎酒師優先考慮； 4 根據日本清酒和菜餚的特點，作出相搭配的嘗試； 5 匯編酒單，購買和儲存，並再存入酒窖； 6 須對各國酒類的特點和應用熟悉，善於把美酒與佳餚相配搭； 7 有高級日本餐廳工作經驗； 8 良好英語、懂廣東話及普通話； 9 熟悉MS Office電腦軟件操作； 需輪更，需落場更。
飲品調校員,咖啡生豆烘焙、包裝、磨粉、灌裝；咖啡生豆、咖啡成品進出口貿易,咖啡品鑑員,"$15,000/按月,另有佣金",澳門咖啡工廠,"高中教育,廣東話良好;普通話良好",3年相關工作經驗,主要負責烘焙後咖啡的品鑑工作，描述咖啡風味，調配受客戶喜愛的咖啡味道，完成上級領導交辦的其他工作。
飲品調校員,餐飲,咖啡調配師,"$13,500-$15,000/按月,另有佣金",美心星巴克咖啡餐飲(澳門)有限公司,"高中教育,廣東話良好;普通話一般;英語一般",1年相關工作經驗,•提供優質的顧客服務 •為顧客製作及提供高品質的飲品及食品 •保持店舖衛生清潔
飲品調校員,咖啡生豆烘焙、包裝、磨粉、灌裝；咖啡生豆、咖啡成品進出口貿易,咖啡師,"$13,500/按月,另有佣金",澳門咖啡工廠,"高中教育,或以上,廣東話良好;普通話良好;英語一般",3年相關工作經驗;職業技能:有關資質證書,熟悉咖啡專業知識，熟悉各類咖啡調製、烹煮、研磨的系列方法。
飲品調校員,餐廳,調酒師,"$12,000/按月","OITOBAR - EXPLORACAO DE BARES E RESTAURANTES, LIMITADA","高中教育,英語良好",1年相關工作經驗;專業資格:具備相關工作經驗優先,負責店舖內的調酒工作
飲品調校員,餐飲,咖啡師,"$11,000-$12,000/按月",萊卡星球,"不論學歷,廣東話良好;普通話一般;略懂英語",,負責製作及沖調咖啡/飲品，對咖啡有熱誠；提供親切良好服務給顧客；協助同事處理⽇常餐廳營運⼯作；維持店內整⿑衛⽣；2年或以上咖啡店經驗；良好客⼾服務及溝通技巧；完成咖啡調配證書課程將獲優先考慮；
飲品調校員,酒店,調酒師,"$11,000-$14,000/按月",澳門羅斯福酒店,"高等教育,酒店或相關學科,廣東話良好;普通話良好;英語一般",2年相關工作經驗;專業資格:調制各項酒精飲品及非酒精飲品的專業資格,1. 為酒吧客人準備酒精及非酒精飲品 2. 與客溝通及互動，下單及供應小食和飲料 3. 根據客人的要求及喜好提出建議 4. 檢查及補充存貨 5. 熟知並遵照餐飲衛生、法律條例及法律要求 6. 熟識飲品及食品清單及價格 7. 確保下單酒精飲品的客人已達法定年齡 8. 為客人提供優質服務
飲品調校員,,沖咖啡店務員,"$11,000-$12,500/按月",啡啡牛雜,"初中教育,廣東話良好;普通話一般;略懂英語",3年相關工作經驗,負責沖調咖啡奶茶等飲品
飲品調校員,零售,咖啡師,"$11,000-$13,000/按月,另有佣金",八月堂,"高中教育,廣東話良好;普通話良好",2年相關工作經驗;職業技能:一般電腦、收銀機操作,1.可以熟练操作咖啡机及完成多种类咖啡的制作； 2.协助上级主管完成咖啡厅的日常运营事宜
飲品調校員,餐飲,服務員(水吧),"$11,000/按月",仨味餐飲有限公司,"不論學歷,廣東話一般;普通話一般",2年相關工作經驗;專業資格:對水吧具有一定知識,負責指定場所的水吧飲品制作及出品
飲品調校員,餐飲,水吧副主管,"$10,500-$12,500/按月",太興飲食管理(澳門)有限公司,"初中教育,廣東話一般;略懂普通話",3年相關工作經驗,負責日常水吧部工作，協助總廚為水吧部員工進行培訓；參與及管理員工的職業發展
飲品調校員,餐飲,水吧員,"$10,500-$11,500/按月",百達餐飲管理有限公司,"初中教育,廣東話良好;普通話一般",1年相關工作經驗;專業資格:有從事飲食業者優先處理,飲食品製作
飲品調校員,餐飲,水吧員,"$10,000-$12,000/按月",萊卡星球,"不論學歷,廣東話良好;普通話一般;略懂英語",,負責⽔吧⼯作；⼀般樓⾯⼯作；
飲品調校員,小食店,咖啡師,"$10,000/按月",頂尖有限公司,"初中教育,初中程度,廣東話良好;普通話一般;略懂英語",1年相關工作經驗;專業資格:懂拉花,負責沖調咖啡等各式飲品
